Dataset, MSE, SSIM, MS_SSIM, PSNR, VIFP, UQI
/Beanbags,73.81353081597223,0.9249361045705959,0.9626372456794998,29.4494438089,0.5968422176353495,0.9967792633081022
/Dimetrodon,4.645480275855576,0.9745873980321846,0.997475288106558,41.4604974041,0.740918070695663,0.9991985764603202
/DogDance,64.94108940972222,0.9098263559536891,0.9785453135587961,30.0056079107,0.4988517153999334,0.9920042708406479
/Grove2,18.15699761284722,0.977246710034775,0.9963232519086688,35.5403632439,0.7313338860949058,0.9983364347625981
/Grove3,63.7844921875,0.9590867954270698,0.9903630521407507,30.0836525857,0.6526628856264103,0.9945955374854679
/Hydrangea,14.54138422068446,0.9866418168572784,0.9964044538373327,36.504746111,0.7429905259960486,0.998783963095211
/MiniCooper,64.67141384548611,0.972461706721381,0.9945539064266078,30.0236800528,0.7505703068140361,0.9963397677509541
/RubberWhale,2.192245680930189,0.9930997798721005,0.999000170745474,44.7219113775,0.8888766902042038,0.9995286570381811
/Urban2,6.791532118055556,0.9841434644594527,0.997034002511365,39.81112602,0.8104381889775749,0.9989711165964524
/Urban3,10.066909722222222,0.972442174267497,0.9925075188626955,38.1018418689,0.7924808890236115,0.9952074544081638
/Venus,19.879933166248957,0.9386290900090186,0.9913830142733249,35.1466544085,0.5941984618653545,0.996364596338689
/Walking,50.39083767361111,0.9446931615888537,0.9906170511710692,31.1072878294,0.5480468941246192,0.9971353941984492
