Index, MSE, SSIM, MS_SSIM, PSNR, VIFP, UQI
1,738.8560218811035,0.7305833333763866,0.7839776970076672,19.4452054358,0.17067843701350183,0.8814774263592845
3,775.4955711364746,0.8655135793242698,0.9246555295326975,19.2350103897,0.6627778023529683,0.8827678805287814
5,645.9624786376953,0.8887220300645219,0.9275945795445035,20.0287306856,0.762065451162408,0.9160963432427894
7,677.1379801432291,0.8886133233405311,0.9189528448875928,19.8240318715,0.8177816616627074,0.9166750000662542
9,654.2158508300781,0.888554279267295,0.9331233816994563,19.9735929854,0.7991718370574702,0.8979980444410035
11,683.991278330485,0.8868189558013521,0.9300627171617878,19.7802979686,0.8179549941435474,0.8944349373758124
13,665.8985786437988,0.8917477511431732,0.9256153584849041,19.8967227297,0.8294787095626561,0.9093601310044908
15,649.649274190267,0.8966765520767573,0.9283567801214986,20.0040140329,0.8314432131727786,0.9123200481611674
