Dataset, MSE, SSIM, MS_SSIM, PSNR, VIFP, UQI
/Beanbags,0.7642182624032261,0.9854997752146246,1.0072801463156493,1.0481498564860257,0.8943264329760295,1.0020897266203528
/Dimetrodon,2.1032295254663382,0.9277002043760736,0.9475669573579552,0.8882535875143102,0.7128565624784495,0.9917007928717003
/DogDance,1.6908718594528893,0.8519379757039924,0.9300883769575904,0.9068912862062485,0.6674457767357201,0.983298766239157
/Grove2,1.3630501081526067,0.85028505101083,0.869658616680556,0.9357048746498776,0.6440431528070427,0.9788071035555714
/Grove3,1.1700287457399574,0.8469061899044037,0.890856566737277,0.9639199228998137,0.7128353473686936,0.9859264453144927
/Hydrangea,2.025779399428971,0.8769201432152994,0.9006394932692224,0.8788900159147319,0.6128288105567522,0.9924527529097465
/MiniCooper,0.9849784159236433,0.9771875901979181,0.9918600704017178,1.0030118920314735,0.8760426213868214,0.9982942359426611
/RubberWhale,2.4901757149050954,0.8641486627139376,0.939612225204794,0.879291857679024,0.6947260148461104,0.9941860803719844
/Urban2,0.6474739975896016,1.0028578588053652,1.0252936997103657,1.0774593598437308,0.8371470030828155,1.0049726258549103
/Urban3,0.9234584805854369,0.9942924714404959,1.0186628976439671,1.0140764061942054,0.9243985223858627,1.0094512686083112
/Venus,0.7323772603177234,1.0539851120612476,1.0063499938410523,1.0603351144174726,1.0573016978715812,1.0077665368468884
/Walking,2.928915370928096,0.9277849835853894,0.9537261774180217,0.8347514312918175,0.6910965016796483,0.9888926220461796
