Index, MSE, SSIM, MS_SSIM, PSNR, VIFP, UQI
1,672.5334345499674,0.689382033858848,0.6459948719810988,19.85366481,0.10355872646719938,0.9582176822830529
3,31.947781880696613,0.8885352182044565,0.9153754723702693,33.0863965019,0.2946681459135355,0.9979837061768398
5,19.650933583577473,0.9325742481370689,0.9470309470501691,35.1969717305,0.4103945949192454,0.9987135428920904
7,16.630088806152344,0.9459861422682648,0.955806397506662,35.9218579247,0.4663316940021535,0.998822631774502
9,15.171475728352865,0.9511456427444038,0.9598098670645676,36.3205253423,0.487928477169822,0.9989166165636164
11,13.81399917602539,0.9557178904495354,0.9636333706171856,36.727609351,0.5201434233770991,0.999002051111595
13,13.718129475911459,0.9567928202638395,0.9644197738150753,36.7578546332,0.5209516838304618,0.9990017029226469
15,13.839829762776693,0.958098981258956,0.9649057323378937,36.7194961277,0.5259077091707023,0.9990043657663169
