Dataset, MSE, SSIM, MS_SSIM, PSNR, VIFP, UQI
/Beanbags,244.16414605034723,0.8879648528859243,0.9170272482901174,24.2539846996,0.5397718549635914,0.9900263566405664
/Dimetrodon,83.87285517582262,0.8625734708768751,0.9697627513839946,28.8945893347,0.3496144373042516,0.9919007913178337
/DogDance,230.74965928819444,0.8527459174345443,0.9237746297188647,24.4993929242,0.41778939298147016,0.9797090790768351
/Grove2,525.993671875,0.53506899501187,0.8589753537865729,20.9209984159,0.16499217323490714,0.9510198453875058
/Grove3,837.4070692274306,0.5709838270463952,0.8132696365466646,18.9014373807,0.16565886321653808,0.932156702276053
/Hydrangea,191.23262368780303,0.7366751564068889,0.9011016869667862,25.3151837733,0.21991845866209705,0.9886768783177834
/MiniCooper,427.2048676215278,0.9037849882738215,0.9444207950101131,21.8244416842,0.6601848348084602,0.9789056177625101
/RubberWhale,33.92615655745422,0.933294204130739,0.9815454714387548,32.82545699,0.5488774587422808,0.9968214676140761
/Urban2,237.66295030381946,0.6584716792217804,0.8125480333681029,24.371188768,0.26162848876342476,0.9622721276675189
/Urban3,227.14379231770835,0.6768894288915354,0.8298577878885087,24.5677948852,0.24090700156052536,0.9439415482707316
/Venus,372.5484440267335,0.6845477432958642,0.8977360392184058,22.4189760699,0.20720735770993334,0.971502940777392
/Walking,97.45606228298611,0.9260871015454897,0.973735723844288,28.2427150116,0.46302632434557234,0.994095186597833
