Index, MSE, SSIM, MS_SSIM, PSNR, VIFP, UQI
1,1.2639297210567753,1.0000337540273327,1.0000317779391241,0.9800746226188266,1.0073492463462907,0.9999817816045425
2,0.7254618548555759,1.0023599971382284,1.0011179928974154,1.0291973289030734,1.0547927857537127,1.000039261562607
3,1.3069035373228655,0.9999574770266427,1.000073894324736,0.9772353709278047,1.005748480943314,0.9999822646611183
5,1.2220154177692202,1.0000811828573322,1.000083511111121,0.9828234956330137,1.009136959651337,0.999984597532337
6,0.6955436589175247,1.00258114496307,1.0012304883964949,1.0331577028664576,1.0582022447997794,1.0000479403239835
7,1.2459204187860409,1.0000033602436598,1.000092104783634,0.9811546566474527,1.0066518217215767,0.9999838891782156
9,1.1900175250927465,1.0003717702861825,1.0001853555852513,0.9850859292354415,1.0091988131744687,0.9999864329808024
10,0.6954210335284243,1.0028299179816864,1.0013874085369037,1.0331172090724274,1.0585423359412403,1.0000461196861072
11,1.1806461089212665,1.000249382425062,1.000204421082047,0.9857178386054121,1.0078347133102326,0.9999854733608399
13,1.26076932036158,1.0001018373077264,1.0000692893087209,0.980208380065384,1.0071842064228718,0.999984325833123
14,0.732133102668873,1.0025331155087944,1.0012522490717737,1.028412861641146,1.055130636284057,1.0000443658589537
15,1.2149258437595016,1.0001047278349433,1.0001414487834597,0.983295060485394,1.0079058432135652,0.9999875302060628
17,1.1981278432553533,1.000362169322021,1.000211718938905,0.984506828316223,1.0118616956211246,0.9999902577547425
18,0.6837956172057057,1.0029854265058527,1.0014346886118117,1.0347310988548433,1.060979377306565,1.0000585616248676
19,1.1530349566311258,1.000324431387954,1.0002591702709311,0.9877381356502895,1.0110354932146814,0.9999920299863521
21,1.1756225631995976,1.0004836398908004,1.000215220521179,0.9861134223211316,1.012468783123988,0.9999914913428776
22,0.6656897131084623,1.0031339435006088,1.0015386428304702,1.0372877713789788,1.0625917845736395,1.000058249214331
23,1.1629279462585735,1.0004022616943098,1.0002847047360546,0.9869746632639897,1.0102243671185052,0.9999921115592405
25,1.2339507141735993,1.0001964483094559,1.0000777425274607,0.9819549420902002,1.0066556840887473,0.9999794589601901
26,0.7255251173045647,1.002716477157112,1.0012661229185187,1.0293054172011045,1.0531629404490728,1.000035999504789
27,1.211251182686798,1.0002385085898302,1.0001486480853163,0.9835352301148487,1.0063452577360699,0.9999820546941219
29,1.1743179111397999,1.0003822548535248,1.0001798956800356,0.9862228382045143,1.0102900331021798,0.9999845855074899
30,0.6803004795003862,1.0030588140071877,1.001466495737221,1.0351871856495651,1.0601408042957865,1.0000458986435834
31,1.1550244665017722,1.0002947682498593,1.0002288994786097,0.9875797766964494,1.0104919914698038,0.999986295343887
33,1.1974049947789396,1.0002167884592434,1.0000985541424976,0.9844650329548721,1.0100780050891562,0.9999814958657497
34,0.684375781231514,1.0028806622943196,1.0013276570249405,1.034887333229234,1.062030567109577,1.000045742303352
35,1.2293868585254042,1.0001431051631964,1.0001508031090593,0.982294294881791,1.0080673175410082,0.9999840268448067
37,1.2648602366110118,0.999930727162668,1.0000257145120375,0.9797073491823092,1.0048113383534496,0.9999766725909032
38,0.756512015156471,1.002302273472314,1.0010974215921906,1.0255940625977675,1.0519916814527739,1.0000375938413797
39,1.2351484338571534,0.9999507692396239,1.000082806878888,0.9817272780601327,1.004992232219976,0.9999787342434723
41,1.1481062927776076,1.000409488161041,1.0001618956205491,0.9880911391748316,1.0118774552557808,0.9999861367370797
42,0.6640218377190463,1.003020732903366,1.001382080450067,1.0374855570734582,1.0623817278384504,1.0000502470644652
43,1.1711315904580704,1.0002839202767808,1.0001876431760077,0.9863935115481971,1.0094020382100595,0.9999857544681752
45,1.276193662454492,0.9999875888275567,1.0000799796585609,0.9791291207755168,1.0065519118433053,0.9999832766491386
46,0.7234076888017568,1.0024436363913556,1.0012966648729014,1.0296265529638684,1.0579089807840811,1.0000467048584871
47,1.258136078412404,0.9999016123291513,1.000148440806385,0.9802554613349369,1.005581721769773,0.999984275972212
49,1.1569133765675321,1.0003699191700146,1.0002389101471205,0.9874650699412622,1.0107794068166975,0.9999894396257719
50,0.6492824008491096,1.0030485311228685,1.0015764188175476,1.0396304796565807,1.061671194013485,1.0000570811963334
51,1.195013164353608,1.0002390244688553,1.0002498053991762,0.984700757949285,1.0099320319583158,0.9999875352929389
53,1.255610602041993,1.0000655070374456,1.0000767475970995,0.980442690229138,1.0070123048297484,0.9999824713261858
54,0.7325935031578206,1.0025460887326307,1.0012713491548173,1.0284502135258498,1.0547725294520847,1.0000435312594664
55,1.2011043846887857,0.9999531479993657,1.0000942309489727,0.9840837451955338,1.005450892908976,0.9999820195716908
57,1.1312189356462066,1.0003229353968082,1.00017377605404,0.9892836245210533,1.0099767780207676,0.9999848240372438
58,0.6722952651026898,1.0029719864931455,1.0013793480565607,1.0364636895349275,1.0611994639699553,1.0000482550779561
59,1.188441461263685,1.0002855453237194,1.0002177092415268,0.9851718813023443,1.008701087240914,0.9999847600435747
61,1.1882623915348742,1.0004824975345727,1.0002055631084663,0.9852149601274182,1.0152140176807245,0.9999872794801389
62,0.684864460317635,1.0033390976135281,1.0014856666887406,1.0346068297811812,1.0668677441839767,1.0000511750462897
63,1.1949871197760116,1.000372502041315,1.0002340312517932,0.984706653201144,1.0110479201294218,0.999986108120266
65,1.2398422107962415,1.000101486030405,1.0000865705821946,0.9815044258989842,1.0073351239889061,0.9999811591151743
66,0.7321723943855609,1.0025498889818156,1.0012536979415965,1.0285639173256582,1.0562086878637638,1.000038957142555
67,1.260284177066893,1.0000118026068858,1.0001139275319846,0.9801179465310257,1.0059192659676495,0.9999815559886399
69,1.1805538636922561,1.0004936425542632,1.0002000256593095,0.9857823504452903,1.0146019554592405,0.999986459626028
70,0.7357760653797407,1.0025848317060018,1.001162766591504,1.0277263830919219,1.0551479018580239,1.0000348585808674
71,1.1540964089235057,1.000356790167812,1.0001917568772998,0.9876682379781284,1.0129083930950646,0.9999858308214796
73,1.2111496722304853,1.0001752004501656,1.000092433502107,0.9835312282456248,1.0090896085285022,0.9999814149295794
74,0.71214257036086,1.0025971007987897,1.0012014787563734,1.0310299137799084,1.0569600131765193,1.0000365094359456
75,1.263118868355008,1.0000562358117913,1.000112057312754,0.9800491187472771,1.007641279912727,0.999980913391677
77,1.2138147694039854,1.0002298322083387,1.0001026937541138,0.9834550870305727,1.0096503320552723,0.9999825592422055
78,0.6734855656376748,1.0027547713396245,1.0011924674753856,1.0361419901955382,1.0598696378298982,1.0000401799769632
79,1.2090358535297356,1.0001978244252476,1.000134031789464,0.9837088846042732,1.0089395444751312,0.9999834563867708
81,1.1654048935849708,1.0002815539914567,1.0001209060730427,0.9868142802512112,1.0112500666372812,0.9999843626845631
82,0.6747727704084859,1.0028336219243046,1.001241545843089,1.0361054833256076,1.0616771913967402,1.0000435843472855
83,1.1955594285380666,1.000220627400187,1.0001746149126527,0.9846200777070723,1.0099606709130617,0.999985482478051
85,1.177849592052429,1.0002401011394622,1.0001421774694088,0.9858702266180148,1.0110390270498748,0.9999849427421742
86,0.6837229987017195,1.002758326352841,1.001313031433369,1.03479792028713,1.0605251634185622,1.0000449588911
87,1.1915068971384002,1.0002301257367272,1.0001838288328235,0.9849404609642218,1.0097951746890657,0.9999858405503242
89,1.2337644621602375,1.0002081765437665,1.0001398935814152,0.9820152179009096,1.0099688704473695,0.999982894792689
90,0.7310630873808779,1.002539939193783,1.0012747873733823,1.0286467884011883,1.0567058237935496,1.0000376706571692
91,1.2461550283775922,1.0001163436838636,1.0001516763717182,0.9810759105017025,1.0093114604489088,0.9999829117877884
93,1.4201314524696877,0.9994202487310321,0.9997656520284008,0.9697316656300495,0.9990395660569306,0.9999690123450156
94,0.9200874425706244,1.0011942599666703,1.0006205419282748,1.0076384337075723,1.0394764778451953,1.000011242729333
95,1.3937498790694476,0.9994799008044872,0.9998385984082139,0.9713984510814376,0.9996124399395436,0.9999713080799923
97,1.1704535453556089,1.0004277196368887,1.0002066726170156,0.9864389628630398,1.012966424998034,0.9999871053652019
